population;cohort;site;sex;id;group;Rx(ppm);age_initiation(mo);status;dead;age(days)
UM-HET3;C2005;TJL;f;JL01025;CAPE_hi;300;4;dead;1;965
UM-HET3;C2005;TJL;f;JL01026;CAPE_hi;300;4;dead;1;903
UM-HET3;C2005;TJL;f;JL01027;CAPE_hi;300;4;dead;1;608
UM-HET3;C2005;TJL;f;JL01028;CAPE_hi;300;4;dead;1;1203
UM-HET3;C2005;TJL;m;JL01053;CAPE_hi;300;4;dead;1;900
UM-HET3;C2005;TJL;m;JL01054;CAPE_hi;300;4;dead;1;1076
UM-HET3;C2005;TJL;m;JL01055;CAPE_hi;300;4;dead;1;970
UM-HET3;C2005;TJL;m;JL01083;CAPE_hi;300;4;dead;1;981
UM-HET3;C2005;TJL;m;JL01084;CAPE_hi;300;4;dead;1;788
UM-HET3;C2005;TJL;m;JL01085;CAPE_hi;300;4;dead;1;418
UM-HET3;C2005;TJL;f;JL01093;CAPE_hi;300;4;dead;1;1134
UM-HET3;C2005;TJL;f;JL01094;CAPE_hi;300;4;dead;1;720
UM-HET3;C2005;TJL;f;JL01095;CAPE_hi;300;4;dead;1;753
UM-HET3;C2005;TJL;f;JL01096;CAPE_hi;300;4;dead;1;1084
UM-HET3;C2005;TJL;m;JL01217;CAPE_hi;300;4;dead;1;1056
UM-HET3;C2005;TJL;m;JL01218;CAPE_hi;300;4;dead;1;216
UM-HET3;C2005;TJL;m;JL01219;CAPE_hi;300;4;dead;1;995
UM-HET3;C2005;TJL;m;JL01232;CAPE_hi;300;4;dead;1;362
UM-HET3;C2005;TJL;m;JL01233;CAPE_hi;300;4;dead;1;858
UM-HET3;C2005;TJL;m;JL01234;CAPE_hi;300;4;dead;1;865
UM-HET3;C2005;TJL;f;JL01281;CAPE_hi;300;4;dead;1;876
UM-HET3;C2005;TJL;f;JL01282;CAPE_hi;300;4;dead;1;1105
UM-HET3;C2005;TJL;f;JL01283;CAPE_hi;300;4;dead;1;1046
UM-HET3;C2005;TJL;f;JL01284;CAPE_hi;300;4;dead;1;958
UM-HET3;C2005;TJL;m;JL01309;CAPE_hi;300;4;dead;1;1084
UM-HET3;C2005;TJL;m;JL01310;CAPE_hi;300;4;dead;1;708
UM-HET3;C2005;TJL;m;JL01311;CAPE_hi;300;4;dead;1;1297
UM-HET3;C2005;TJL;m;JL01328;CAPE_hi;300;4;dead;1;973
UM-HET3;C2005;TJL;m;JL01329;CAPE_hi;300;4;dead;1;853
UM-HET3;C2005;TJL;m;JL01330;CAPE_hi;300;4;dead;1;730
UM-HET3;C2005;TJL;f;JL01356;CAPE_hi;300;4;dead;1;742
UM-HET3;C2005;TJL;f;JL01357;CAPE_hi;300;4;dead;1;700
UM-HET3;C2005;TJL;f;JL01358;CAPE_hi;300;4;dead;1;894
UM-HET3;C2005;TJL;f;JL01359;CAPE_hi;300;4;dead;1;1141
UM-HET3;C2005;TJL;f;JL01368;CAPE_hi;300;4;dead;1;966
UM-HET3;C2005;TJL;f;JL01369;CAPE_hi;300;4;dead;1;973
UM-HET3;C2005;TJL;f;JL01370;CAPE_hi;300;4;dead;1;1144
UM-HET3;C2005;TJL;f;JL01371;CAPE_hi;300;4;dead;1;916
UM-HET3;C2005;TJL;f;JL01420;CAPE_hi;300;4;dead;1;972
UM-HET3;C2005;TJL;f;JL01421;CAPE_hi;300;4;dead;1;442
UM-HET3;C2005;TJL;f;JL01422;CAPE_hi;300;4;dead;1;916
UM-HET3;C2005;TJL;f;JL01423;CAPE_hi;300;4;dead;1;973
UM-HET3;C2005;TJL;m;JL01448;CAPE_hi;300;4;dead;1;892
UM-HET3;C2005;TJL;m;JL01449;CAPE_hi;300;4;dead;1;523
UM-HET3;C2005;TJL;m;JL01450;CAPE_hi;300;4;dead;1;867
UM-HET3;C2005;TJL;m;JL01539;CAPE_hi;300;4;dead;1;834
UM-HET3;C2005;TJL;m;JL01540;CAPE_hi;300;4;dead;1;795
UM-HET3;C2005;TJL;m;JL01541;CAPE_hi;300;4;dead;1;901
UM-HET3;C2005;TJL;m;JL01559;CAPE_hi;300;4;removed;0;323
UM-HET3;C2005;TJL;m;JL01560;CAPE_hi;300;4;removed;0;323
UM-HET3;C2005;TJL;m;JL01561;CAPE_hi;300;4;removed;0;323
UM-HET3;C2005;TJL;f;JL01630;CAPE_hi;300;4;dead;1;1081
UM-HET3;C2005;TJL;f;JL01631;CAPE_hi;300;4;dead;1;836
UM-HET3;C2005;TJL;f;JL01632;CAPE_hi;300;4;dead;1;769
UM-HET3;C2005;TJL;f;JL01633;CAPE_hi;300;4;dead;1;1014
UM-HET3;C2005;TJL;f;JL01648;CAPE_hi;300;4;dead;1;803
UM-HET3;C2005;TJL;f;JL01649;CAPE_hi;300;4;dead;1;978
UM-HET3;C2005;TJL;f;JL01650;CAPE_hi;300;4;dead;1;941
UM-HET3;C2005;TJL;f;JL01651;CAPE_hi;300;4;dead;1;761
UM-HET3;C2005;TJL;m;JL01661;CAPE_hi;300;4;dead;1;355
UM-HET3;C2005;TJL;m;JL01662;CAPE_hi;300;4;dead;1;900
UM-HET3;C2005;TJL;m;JL01663;CAPE_hi;300;4;dead;1;843
UM-HET3;C2005;TJL;m;JL01714;CAPE_hi;300;4;dead;1;263
UM-HET3;C2005;TJL;m;JL01715;CAPE_hi;300;4;dead;1;1129
UM-HET3;C2005;TJL;m;JL01716;CAPE_hi;300;4;dead;1;209
UM-HET3;C2005;TJL;m;JL01731;CAPE_hi;300;4;dead;1;1065
UM-HET3;C2005;TJL;m;JL01732;CAPE_hi;300;4;dead;1;1025
UM-HET3;C2005;TJL;m;JL01733;CAPE_hi;300;4;dead;1;502
UM-HET3;C2005;TJL;f;JL01750;CAPE_hi;300;4;dead;1;788
UM-HET3;C2005;TJL;f;JL01751;CAPE_hi;300;4;dead;1;864
UM-HET3;C2005;TJL;f;JL01752;CAPE_hi;300;4;dead;1;1020
UM-HET3;C2005;TJL;f;JL01753;CAPE_hi;300;4;dead;1;926
UM-HET3;C2005;TJL;m;JL01772;CAPE_hi;300;4;removed;0;388
UM-HET3;C2005;TJL;m;JL01773;CAPE_hi;300;4;removed;0;388
UM-HET3;C2005;TJL;m;JL01774;CAPE_hi;300;4;removed;0;388
UM-HET3;C2005;TJL;m;JL01782;CAPE_hi;300;4;dead;1;1006
UM-HET3;C2005;TJL;m;JL01783;CAPE_hi;300;4;dead;1;815
UM-HET3;C2005;TJL;m;JL01784;CAPE_hi;300;4;dead;1;775
UM-HET3;C2005;TJL;m;JL01788;CAPE_hi;300;4;dead;1;947
UM-HET3;C2005;TJL;m;JL01789;CAPE_hi;300;4;dead;1;520
UM-HET3;C2005;TJL;m;JL01790;CAPE_hi;300;4;dead;1;414
UM-HET3;C2005;TJL;m;JL01806;CAPE_hi;300;4;dead;1;637
UM-HET3;C2005;TJL;m;JL01807;CAPE_hi;300;4;dead;1;1140
UM-HET3;C2005;TJL;m;JL01808;CAPE_hi;300;4;dead;1;640
UM-HET3;C2005;TJL;f;JL01842;CAPE_hi;300;4;dead;1;1231
UM-HET3;C2005;TJL;f;JL01843;CAPE_hi;300;4;dead;1;1096
UM-HET3;C2005;TJL;f;JL01844;CAPE_hi;300;4;dead;1;1040
UM-HET3;C2005;TJL;f;JL01845;CAPE_hi;300;4;dead;1;887
UM-HET3;C2005;TJL;f;JL01846;CAPE_hi;300;4;dead;1;432
UM-HET3;C2005;TJL;f;JL01847;CAPE_hi;300;4;dead;1;1263
UM-HET3;C2005;TJL;f;JL01848;CAPE_hi;300;4;dead;1;1011
UM-HET3;C2005;TJL;f;JL01849;CAPE_hi;300;4;dead;1;1088
UM-HET3;C2005;TJL;f;JL01850;CAPE_hi;300;4;dead;1;952
UM-HET3;C2005;TJL;f;JL01851;CAPE_hi;300;4;dead;1;1011
UM-HET3;C2005;TJL;f;JL01852;CAPE_hi;300;4;dead;1;927
UM-HET3;C2005;TJL;f;JL01853;CAPE_hi;300;4;dead;1;976
UM-HET3;C2005;TJL;m;JL01854;CAPE_hi;300;4;dead;1;612
UM-HET3;C2005;TJL;m;JL01855;CAPE_hi;300;4;dead;1;983
UM-HET3;C2005;TJL;m;JL01856;CAPE_hi;300;4;dead;1;586
UM-HET3;C2005;TJL;m;JL01886;CAPE_hi;300;4;dead;1;640
UM-HET3;C2005;TJL;m;JL01887;CAPE_hi;300;4;dead;1;952
UM-HET3;C2005;TJL;m;JL01888;CAPE_hi;300;4;dead;1;868
UM-HET3;C2005;TJL;m;JL01889;CAPE_hi;300;4;dead;1;745
UM-HET3;C2005;TJL;m;JL01890;CAPE_hi;300;4;dead;1;800
UM-HET3;C2005;TJL;m;JL01891;CAPE_hi;300;4;dead;1;959
UM-HET3;C2005;TJL;m;JL01892;CAPE_hi;300;4;dead;1;235
UM-HET3;C2005;TJL;m;JL01893;CAPE_hi;300;4;dead;1;787
UM-HET3;C2005;TJL;m;JL01894;CAPE_hi;300;4;dead;1;705
UM-HET3;C2005;UM;m;UM08080;CAPE_hi;300;4;dead;1;797
UM-HET3;C2005;UM;m;UM08087;CAPE_hi;300;4;dead;1;631
UM-HET3;C2005;UM;m;UM08094;CAPE_hi;300;4;dead;1;1087
UM-HET3;C2005;UM;m;UM08101;CAPE_hi;300;4;removed;0;561
UM-HET3;C2005;UM;m;UM08108;CAPE_hi;300;4;removed;0;561
UM-HET3;C2005;UM;m;UM08115;CAPE_hi;300;4;removed;0;561
UM-HET3;C2005;UM;m;UM08444;CAPE_hi;300;4;dead;1;825
UM-HET3;C2005;UM;m;UM08451;CAPE_hi;300;4;dead;1;1027
UM-HET3;C2005;UM;m;UM08458;CAPE_hi;300;4;dead;1;847
UM-HET3;C2005;UM;m;UM09375;CAPE_hi;300;4;dead;1;687
UM-HET3;C2005;UM;m;UM09382;CAPE_hi;300;4;dead;1;517
UM-HET3;C2005;UM;m;UM09389;CAPE_hi;300;4;dead;1;922
UM-HET3;C2005;UM;m;UM09473;CAPE_hi;300;4;dead;1;960
UM-HET3;C2005;UM;m;UM09480;CAPE_hi;300;4;dead;1;680
UM-HET3;C2005;UM;m;UM09487;CAPE_hi;300;4;dead;1;909
UM-HET3;C2005;UM;f;UM09886;CAPE_hi;300;4;dead;1;886
UM-HET3;C2005;UM;f;UM09893;CAPE_hi;300;4;dead;1;995
UM-HET3;C2005;UM;f;UM09900;CAPE_hi;300;4;dead;1;639
UM-HET3;C2005;UM;f;UM09907;CAPE_hi;300;4;dead;1;878
UM-HET3;C2005;UM;f;UM10026;CAPE_hi;300;4;dead;1;752
UM-HET3;C2005;UM;f;UM10033;CAPE_hi;300;4;dead;1;560
UM-HET3;C2005;UM;f;UM10040;CAPE_hi;300;4;dead;1;996
UM-HET3;C2005;UM;f;UM10047;CAPE_hi;300;4;dead;1;1054
UM-HET3;C2005;UM;m;UM10131;CAPE_hi;300;4;dead;1;1045
UM-HET3;C2005;UM;m;UM10138;CAPE_hi;300;4;dead;1;692
