population;cohort;site;sex;id;group;Rx(ppm);age_initiation(mo);status;dead;age(days)
UM-HET3;C2016;TJL;m;JL12918;17aE2_16m;14,4;16;dead;1;973
UM-HET3;C2016;TJL;m;JL12919;17aE2_16m;14,4;16;dead;1;1005
UM-HET3;C2016;TJL;m;JL12920;17aE2_16m;14,4;16;dead;1;544
UM-HET3;C2016;TJL;m;JL12967;17aE2_16m;14,4;16;dead;1;366
UM-HET3;C2016;TJL;m;JL12968;17aE2_16m;14,4;16;dead;1;990
UM-HET3;C2016;TJL;m;JL12969;17aE2_16m;14,4;16;dead;1;890
UM-HET3;C2016;TJL;m;JL13039;17aE2_16m;14,4;16;dead;1;830
UM-HET3;C2016;TJL;m;JL13040;17aE2_16m;14,4;16;dead;1;669
UM-HET3;C2016;TJL;m;JL13041;17aE2_16m;14,4;16;dead;1;397
UM-HET3;C2016;TJL;m;JL13095;17aE2_16m;14,4;16;dead;1;968
UM-HET3;C2016;TJL;m;JL13096;17aE2_16m;14,4;16;dead;1;903
UM-HET3;C2016;TJL;m;JL13097;17aE2_16m;14,4;16;dead;1;567
UM-HET3;C2016;TJL;m;JL13101;17aE2_16m;14,4;16;dead;1;921
UM-HET3;C2016;TJL;m;JL13102;17aE2_16m;14,4;16;dead;1;371
UM-HET3;C2016;TJL;m;JL13103;17aE2_16m;14,4;16;dead;1;352
UM-HET3;C2016;TJL;m;JL13107;17aE2_16m;14,4;16;dead;1;906
UM-HET3;C2016;TJL;m;JL13108;17aE2_16m;14,4;16;dead;1;815
UM-HET3;C2016;TJL;m;JL13109;17aE2_16m;14,4;16;dead;1;910
UM-HET3;C2016;TJL;m;JL13213;17aE2_16m;14,4;16;dead;1;761
UM-HET3;C2016;TJL;m;JL13214;17aE2_16m;14,4;16;dead;1;706
UM-HET3;C2016;TJL;m;JL13215;17aE2_16m;14,4;16;dead;1;900
UM-HET3;C2016;TJL;m;JL13275;17aE2_16m;14,4;16;dead;1;915
UM-HET3;C2016;TJL;m;JL13276;17aE2_16m;14,4;16;dead;1;912
UM-HET3;C2016;TJL;m;JL13277;17aE2_16m;14,4;16;dead;1;883
UM-HET3;C2016;TJL;m;JL13434;17aE2_16m;14,4;16;dead;1;715
UM-HET3;C2016;TJL;m;JL13435;17aE2_16m;14,4;16;dead;1;991
UM-HET3;C2016;TJL;m;JL13436;17aE2_16m;14,4;16;dead;1;940
UM-HET3;C2016;TJL;m;JL13475;17aE2_16m;14,4;16;dead;1;725
UM-HET3;C2016;TJL;m;JL13476;17aE2_16m;14,4;16;dead;1;1172
UM-HET3;C2016;TJL;m;JL13477;17aE2_16m;14,4;16;dead;1;1059
UM-HET3;C2016;TJL;m;JL13507;17aE2_16m;14,4;16;dead;1;905
UM-HET3;C2016;TJL;m;JL13508;17aE2_16m;14,4;16;dead;1;921
UM-HET3;C2016;TJL;m;JL13509;17aE2_16m;14,4;16;dead;1;769
UM-HET3;C2016;TJL;m;JL13555;17aE2_16m;14,4;16;dead;1;1018
UM-HET3;C2016;TJL;m;JL13556;17aE2_16m;14,4;16;dead;1;511
UM-HET3;C2016;TJL;m;JL13557;17aE2_16m;14,4;16;dead;1;935
UM-HET3;C2016;TJL;m;JL13595;17aE2_16m;14,4;16;dead;1;741
UM-HET3;C2016;TJL;m;JL13596;17aE2_16m;14,4;16;dead;1;946
UM-HET3;C2016;TJL;m;JL13597;17aE2_16m;14,4;16;dead;1;1037
UM-HET3;C2016;TJL;m;JL13689;17aE2_16m;14,4;16;dead;1;753
UM-HET3;C2016;TJL;m;JL13690;17aE2_16m;14,4;16;dead;1;806
UM-HET3;C2016;TJL;m;JL13691;17aE2_16m;14,4;16;dead;1;687
UM-HET3;C2016;TJL;m;JL13753;17aE2_16m;14,4;16;dead;1;1108
UM-HET3;C2016;TJL;m;JL13754;17aE2_16m;14,4;16;dead;1;420
UM-HET3;C2016;TJL;m;JL13755;17aE2_16m;14,4;16;dead;1;302
UM-HET3;C2016;TJL;m;JL13836;17aE2_16m;14,4;16;dead;1;1029
UM-HET3;C2016;TJL;m;JL13837;17aE2_16m;14,4;16;dead;1;802
UM-HET3;C2016;TJL;m;JL13838;17aE2_16m;14,4;16;dead;1;1174
UM-HET3;C2016;TJL;m;JL13848;17aE2_16m;14,4;16;dead;1;1049
UM-HET3;C2016;TJL;m;JL13849;17aE2_16m;14,4;16;dead;1;393
UM-HET3;C2016;TJL;m;JL13850;17aE2_16m;14,4;16;dead;1;655
UM-HET3;C2016;TJL;m;JL13939;17aE2_16m;14,4;16;dead;1;1107
UM-HET3;C2016;TJL;m;JL13940;17aE2_16m;14,4;16;dead;1;1100
UM-HET3;C2016;TJL;m;JL13941;17aE2_16m;14,4;16;dead;1;1055
UM-HET3;C2016;UM;m;UM61957;17aE2_16m;14,4;16;dead;1;978
UM-HET3;C2016;UM;m;UM61964;17aE2_16m;14,4;16;dead;1;907
UM-HET3;C2016;UM;m;UM61971;17aE2_16m;14,4;16;dead;1;962
UM-HET3;C2016;UM;m;UM62370;17aE2_16m;14,4;16;dead;1;343
UM-HET3;C2016;UM;m;UM62377;17aE2_16m;14,4;16;dead;1;1080
UM-HET3;C2016;UM;m;UM62384;17aE2_16m;14,4;16;dead;1;483
UM-HET3;C2016;UM;m;UM63084;17aE2_16m;14,4;16;removed;0;297
UM-HET3;C2016;UM;m;UM63091;17aE2_16m;14,4;16;removed;0;297
UM-HET3;C2016;UM;m;UM63098;17aE2_16m;14,4;16;removed;0;297
UM-HET3;C2016;UM;m;UM63364;17aE2_16m;14,4;16;dead;1;905
