population;cohort;site;sex;id;group;Rx(ppm);age_initiation(mo);status;dead;age(days)
UM-HET3;C2015;TJL;f;JL11878;bGPA;3300;6;dead;1;782
UM-HET3;C2015;TJL;f;JL11879;bGPA;3300;6;dead;1;956
UM-HET3;C2015;TJL;f;JL11880;bGPA;3300;6;dead;1;671
UM-HET3;C2015;TJL;f;JL11881;bGPA;3300;6;dead;1;1239
UM-HET3;C2015;TJL;f;JL11895;bGPA;3300;6;dead;1;980
UM-HET3;C2015;TJL;f;JL11896;bGPA;3300;6;dead;1;667
UM-HET3;C2015;TJL;f;JL11897;bGPA;3300;6;dead;1;709
UM-HET3;C2015;TJL;f;JL11898;bGPA;3300;6;dead;1;576
UM-HET3;C2015;TJL;f;JL11907;bGPA;3300;6;dead;1;1164
UM-HET3;C2015;TJL;f;JL11908;bGPA;3300;6;dead;1;1029
UM-HET3;C2015;TJL;f;JL11909;bGPA;3300;6;dead;1;868
UM-HET3;C2015;TJL;f;JL11910;bGPA;3300;6;dead;1;1229
UM-HET3;C2015;TJL;f;JL11974;bGPA;3300;6;dead;1;1001
UM-HET3;C2015;TJL;f;JL11975;bGPA;3300;6;dead;1;1084
UM-HET3;C2015;TJL;f;JL11976;bGPA;3300;6;dead;1;936
UM-HET3;C2015;TJL;f;JL11977;bGPA;3300;6;dead;1;1061
UM-HET3;C2015;TJL;f;JL12001;bGPA;3300;6;dead;1;1039
UM-HET3;C2015;TJL;f;JL12002;bGPA;3300;6;dead;1;1032
UM-HET3;C2015;TJL;f;JL12003;bGPA;3300;6;dead;1;957
UM-HET3;C2015;TJL;f;JL12004;bGPA;3300;6;dead;1;670
UM-HET3;C2015;TJL;f;JL12391;bGPA;3300;6;dead;1;791
UM-HET3;C2015;TJL;f;JL12392;bGPA;3300;6;dead;1;1000
UM-HET3;C2015;TJL;f;JL12393;bGPA;3300;6;dead;1;722
UM-HET3;C2015;TJL;f;JL12394;bGPA;3300;6;dead;1;743
UM-HET3;C2015;TJL;f;JL12493;bGPA;3300;6;dead;1;712
