x,y
580.0,1.0
647.1227339524503,0.9824247158622055
647.1227339524503,1.002074808774285
674.7371293377317,0.9825940416890102
675.1611706311701,0.9622429822691296
683.022890662634,0.9410281416154322
683.022890662634,0.9622429822691296
710.9021597956059,0.9213726909975606
711.1110752025952,0.9404263298710753
717.809706884882,0.9204286557957326
718.6528595035275,0.900928504233252
720.5970597023116,0.881488924511254
721.2529802374434,0.899984469031424
731.5359122422972,0.880680989919062
731.9256144929481,0.8614273672355985
738.8606925736447,0.8407246339605303
738.8606925736447,0.8614982452184734
798.579126447435,0.8213511326099685
798.888668695159,0.840417905303932
800.0145368512839,0.7990562305573878
800.3490063842631,0.822570568772027
813.6820734525631,0.7819796595337425
813.9631456672988,0.8003742261822471
815.92791941316,0.7813506871975228
816.3427623676043,0.7594828017378313
819.6021756495545,0.7591681109351254
819.7824716305786,0.7405727791445773
834.9899510356897,0.7405727791445773
