x, y
580, 1.0
630.4162881028311, 1.0022524316038095
630.5900748184418, 0.9769863840391817
693.0568059171815, 0.9796777754550421
693.3069751275938, 0.9590546264347608
713.9638194601121, 0.9359559568944928
713.9638194601121, 0.956023950858357
721.8523662018208, 0.915434790315713
721.8523662018208, 0.9365156511183175
724.2783160667573, 0.9142095871786697
724.3613145362415, 0.8915796796889213
746.2037842155648, 0.8708119098185432
746.477898985957, 0.8913888114200774
750.6343530674342, 0.8708119098185432
751.3491771190936, 0.849160974237142
780.8834429898108, 0.8274926261119167
780.9464441422708, 0.8478510895835516
788.4843015421013, 0.806987904713415
788.4843015421013, 0.8254530144881824
801.3116093587078, 0.7834329744361426
801.3116093587078, 0.8051834368438904
814.0831722531509, 0.7829786484262297
814.1016116148467, 0.759580356630796
826.8232345713641, 0.7397824431276606
827.5146679512429, 0.7612783400977026
828.1775886144259, 0.7167539074444631
828.2869015896632, 0.7394844951555549
844.1984060684038, 0.7202012934713644
844.2363945681933, 0.6955690922669755
851.0655316865552, 0.6742218344263744
851.4878869735421, 0.6946266569356272
863.2619316207004, 0.6727591063325478
