x, y
580.0, 1.0
603.6725763276157, 0.9769701993029347
604.0835350646659, 1.002651989954514
611.2090038232407, 0.9785116931131634
611.5845350829588, 0.9555276933593628
629.7397513369147, 0.9310901554654205
629.7980572815356, 0.9555249400938863
636.973145850229, 0.9319447095392621
637.1057641298316, 0.9076110144013323
639.1371884851552, 0.8842347487297106
639.140432446935, 0.9079256679977481
646.6051086300359, 0.8615832243853427
646.6051086300359, 0.8855610785635799
662.4928169417733, 0.862061957721642
662.6409934328067, 0.8364613884016192
667.6259169375049, 0.8146958202400412
668.0722177844716, 0.8364613884016192
671.9112544741672, 0.8156604305203623
672.5716567986, 0.7907952063203069
687.88689122362, 0.7674810007407772
687.9868351250327, 0.7924269625906165
693.160570010427, 0.7675826111193762
693.3957999231693, 0.7458370227356477
695.9108947114886, 0.7458370227356477
696.0077440440983, 0.7201861133049534
723.6237400684158, 0.7212102536496314
723.7139947681969, 0.6972206050773935
731.7970084818625, 0.6988538868056023
731.9725025457783, 0.6740891567954392
749.8112617913742, 0.6519089989419062
749.8112617913742, 0.6737537792953692
752.0819923535187, 0.6527212122574741
752.2492057781544, 0.6282716939380801
765.0797788983945, 0.6293110888617495
765.2554650389945, 0.6041574787061756
794.1218375945901, 0.6040938559498943
794.2073330609707, 0.5816786287547325
794.880199028031, 0.559546615840748
795.1443684945457, 0.5816786287547325
814.1238498265212, 0.5346602212615558
814.4431239595846, 0.5581259308548735
814.4959237059214, 0.5117299845971274
844.2837307999537, 0.4890645823065061
844.5118752172295, 0.5112224163859054
847.82438703147, 0.4652724247227719
848.3716775306865, 0.4890645823065061
850.1742531875583, 0.44198255205704806
850.2645292291932, 0.4652724247227719
863.42088574791, 0.44007796206053323
