population;cohort;site;sex;id;group;Rx(ppm);age_initiation(mo);status;dead;age(days)
UM-HET3;C2017;TJL;f;JL015009;BD;100000;6;dead;1;848
UM-HET3;C2017;TJL;f;JL015010;BD;100000;6;dead;1;857
UM-HET3;C2017;TJL;f;JL015011;BD;100000;6;dead;1;1089
UM-HET3;C2017;TJL;f;JL015012;BD;100000;6;dead;1;903
UM-HET3;C2017;TJL;f;JL015049;BD;100000;6;dead;1;811
UM-HET3;C2017;TJL;f;JL015050;BD;100000;6;dead;1;1004
UM-HET3;C2017;TJL;f;JL015051;BD;100000;6;dead;1;936
UM-HET3;C2017;TJL;f;JL015052;BD;100000;6;dead;1;1030
UM-HET3;C2017;TJL;f;JL015295;BD;100000;6;dead;1;593
UM-HET3;C2017;TJL;f;JL015296;BD;100000;6;dead;1;1052
UM-HET3;C2017;TJL;f;JL015297;BD;100000;6;dead;1;761
UM-HET3;C2017;TJL;f;JL015298;BD;100000;6;dead;1;1160
UM-HET3;C2017;TJL;f;JL015424;BD;100000;6;dead;1;1087
UM-HET3;C2017;TJL;f;JL015425;BD;100000;6;dead;1;657
UM-HET3;C2017;TJL;f;JL015426;BD;100000;6;dead;1;882
UM-HET3;C2017;TJL;f;JL015427;BD;100000;6;dead;1;1252
UM-HET3;C2017;TJL;f;JL015516;BD;100000;6;dead;1;769
UM-HET3;C2017;TJL;f;JL015517;BD;100000;6;dead;1;1101
UM-HET3;C2017;TJL;f;JL015518;BD;100000;6;dead;1;880
UM-HET3;C2017;TJL;f;JL015519;BD;100000;6;dead;1;888
UM-HET3;C2017;TJL;f;JL015681;BD;100000;6;dead;1;1002
UM-HET3;C2017;TJL;f;JL015682;BD;100000;6;dead;1;1047
UM-HET3;C2017;TJL;f;JL015683;BD;100000;6;dead;1;862
UM-HET3;C2017;TJL;f;JL015684;BD;100000;6;dead;1;1012
UM-HET3;C2017;TJL;f;JL015689;BD;100000;6;dead;1;1074
UM-HET3;C2017;TJL;f;JL015690;BD;100000;6;dead;1;1005
UM-HET3;C2017;TJL;f;JL015691;BD;100000;6;dead;1;879
UM-HET3;C2017;TJL;f;JL015692;BD;100000;6;dead;1;932
UM-HET3;C2017;TJL;f;JL015731;BD;100000;6;dead;1;925
UM-HET3;C2017;TJL;f;JL015732;BD;100000;6;dead;1;743
UM-HET3;C2017;TJL;f;JL015733;BD;100000;6;dead;1;889
UM-HET3;C2017;TJL;f;JL015734;BD;100000;6;dead;1;946
UM-HET3;C2017;TJL;f;JL015739;BD;100000;6;dead;1;1073
UM-HET3;C2017;TJL;f;JL015740;BD;100000;6;dead;1;967
UM-HET3;C2017;TJL;f;JL015741;BD;100000;6;dead;1;907
UM-HET3;C2017;TJL;f;JL015742;BD;100000;6;dead;1;744
