population;cohort;site;sex;id;group;Rx(ppm);age_initiation(mo);status;dead;age(days)
UM-HET3;C2014;TJL;f;JL11079;Inu;600;11;dead;1;960 
UM-HET3;C2014;TJL;f;JL11080;Inu;600;11;dead;1;652 
UM-HET3;C2014;TJL;f;JL11081;Gly;80.000;9;dead;1;1211 
UM-HET3;C2014;TJL;f;JL11082;Gly;80.000;9;dead;1;1044 
UM-HET3;C2014;TJL;f;JL11083;Gly;80.000;9;dead;1;1184 
UM-HET3;C2014;TJL;f;JL11084;Gly;80.000;9;dead;1;1364 
UM-HET3;C2014;TJL;f;JL11085;Asp_60;60;11;dead;1;709 
UM-HET3;C2014;TJL;f;JL11086;Asp_60;60;11;dead;1;967 
UM-HET3;C2014;TJL;f;JL11087;Asp_60;60;11;dead;1;706 
UM-HET3;C2014;TJL;f;JL11088;Asp_60;60;11;dead;1;1065 
UM-HET3;C2014;TJL;f;JL11089;Asp_200;200;11;dead;1;589 
UM-HET3;C2014;TJL;f;JL11090;Asp_200;200;11;dead;1;723 
UM-HET3;C2014;TJL;f;JL11091;Asp_200;200;11;dead;1;1016 
UM-HET3;C2014;TJL;f;JL11092;Asp_200;200;11;dead;1;967 
UM-HET3;C2014;TJL;m;JL11093;Control;0;;dead;1;526 
UM-HET3;C2014;TJL;m;JL11094;Control;0;;dead;1;891 
UM-HET3;C2014;TJL;m;JL11095;Control;0;;dead;1;365 
UM-HET3;C2014;TJL;m;JL11096;Inu;600;11;dead;1;518 
UM-HET3;C2014;TJL;m;JL11097;Inu;600;11;dead;1;624 
UM-HET3;C2014;TJL;m;JL11098;Inu;600;11;dead;1;652 
UM-HET3;C2014;TJL;m;JL11099;TM5441;60;11;dead;1;701 
UM-HET3;C2014;TJL;m;JL11100;TM5441;60;11;dead;1;1148 
UM-HET3;C2014;TJL;m;JL11101;TM5441;60;11;dead;1;1086 
UM-HET3;C2014;TJL;m;JL11102;Inu;600;11;dead;1;906 
UM-HET3;C2014;TJL;m;JL11103;Inu;600;11;dead;1;505 
UM-HET3;C2014;TJL;m;JL11104;Inu;600;11;dead;1;436 
UM-HET3;C2014;TJL;m;JL11105;TM5441;60;11;dead;1;540 
UM-HET3;C2014;TJL;m;JL11106;TM5441;60;11;dead;1;876 
UM-HET3;C2014;TJL;m;JL11107;TM5441;60;11;dead;1;575 
UM-HET3;C2014;TJL;m;JL11111;Inu;600;11;dead;1;835 
UM-HET3;C2014;TJL;m;JL11112;Inu;600;11;dead;1;310 
UM-HET3;C2014;TJL;m;JL11113;Inu;600;11;dead;1;953 
UM-HET3;C2014;TJL;m;JL11114;Asp_60;60;11;dead;1;1065 
UM-HET3;C2014;TJL;m;JL11115;Asp_60;60;11;dead;1;904 
UM-HET3;C2014;TJL;m;JL11116;Asp_60;60;11;dead;1;715 
UM-HET3;C2014;TJL;f;JL11117;Control;0;;dead;1;1036 
UM-HET3;C2014;TJL;f;JL11118;Control;0;;dead;1;844 
UM-HET3;C2014;TJL;f;JL11119;Control;0;;dead;1;1036 
UM-HET3;C2014;TJL;f;JL11120;Control;0;;dead;1;635 
UM-HET3;C2014;TJL;f;JL11121;Asp_200;200;11;dead;1;681 
UM-HET3;C2014;TJL;f;JL11122;Asp_200;200;11;dead;1;1120 
UM-HET3;C2014;TJL;f;JL11123;Asp_200;200;11;dead;1;1122 
UM-HET3;C2014;TJL;f;JL11124;Asp_200;200;11;dead;1;821 
UM-HET3;C2014;TJL;f;JL11125;Control;0;;dead;1;821 
UM-HET3;C2014;TJL;f;JL11126;Control;0;;dead;1;834 
UM-HET3;C2014;TJL;f;JL11127;Control;0;;dead;1;920 
UM-HET3;C2014;TJL;f;JL11128;Control;0;;dead;1;855 
UM-HET3;C2014;TJL;f;JL11129;Gly;80.000;9;dead;1;1044 
UM-HET3;C2014;TJL;f;JL11130;Gly;80.000;9;dead;1;1044 
UM-HET3;C2014;TJL;f;JL11131;Gly;80.000;9;dead;1;891 
UM-HET3;C2014;TJL;f;JL11132;Gly;80.000;9;dead;1;919 
UM-HET3;C2014;TJL;f;JL11133;Control;0;;dead;1;911 
UM-HET3;C2014;TJL;f;JL11134;Control;0;;dead;1;840 
UM-HET3;C2014;TJL;f;JL11135;Control;0;;dead;1;903 
UM-HET3;C2014;TJL;f;JL11136;Control;0;;dead;1;723 
UM-HET3;C2014;TJL;m;JL11140;Inu;600;11;dead;1;1009 
UM-HET3;C2014;TJL;m;JL11141;Inu;600;11;dead;1;595 
UM-HET3;C2014;TJL;m;JL11142;Inu;600;11;dead;1;1024 
UM-HET3;C2014;TJL;m;JL11143;TM5441;60;11;dead;1;933 
UM-HET3;C2014;TJL;m;JL11144;TM5441;60;11;dead;1;853 
UM-HET3;C2014;TJL;m;JL11145;TM5441;60;11;dead;1;1128 
UM-HET3;C2014;TJL;f;JL11146;Inu;600;11;dead;1;911 
UM-HET3;C2014;TJL;f;JL11147;Inu;600;11;dead;1;1146 
UM-HET3;C2014;TJL;f;JL11148;Inu;600;11;dead;1;653 
UM-HET3;C2014;TJL;f;JL11149;Inu;600;11;dead;1;653 
UM-HET3;C2014;TJL;f;JL11150;Asp_200;200;11;dead;1;744 
UM-HET3;C2014;TJL;f;JL11151;Asp_200;200;11;dead;1;1319 
UM-HET3;C2014;TJL;f;JL11152;Asp_200;200;11;dead;1;1030 
UM-HET3;C2014;TJL;f;JL11153;Asp_200;200;11;dead;1;974 
UM-HET3;C2014;TJL;f;JL11154;Control;0;;dead;1;799 
UM-HET3;C2014;TJL;f;JL11155;Control;0;;dead;1;1065 
UM-HET3;C2014;TJL;f;JL11156;Control;0;;dead;1;855 
UM-HET3;C2014;TJL;f;JL11157;Control;0;;dead;1;1358 
UM-HET3;C2014;TJL;f;JL11158;Inu;600;11;dead;1;827 
UM-HET3;C2014;TJL;f;JL11159;Inu;600;11;dead;1;862 
UM-HET3;C2014;TJL;f;JL11160;Inu;600;11;dead;1;730 
UM-HET3;C2014;TJL;f;JL11161;Inu;600;11;dead;1;968 
UM-HET3;C2014;TJL;f;JL11162;Gly;80.000;9;dead;1;1015 
UM-HET3;C2014;TJL;f;JL11163;Gly;80.000;9;dead;1;632 
UM-HET3;C2014;TJL;f;JL11164;Gly;80.000;9;dead;1;1190 
UM-HET3;C2014;TJL;f;JL11165;Gly;80.000;9;dead;1;1155 
UM-HET3;C2014;TJL;m;JL11166;Asp_60;60;11;dead;1;890 
UM-HET3;C2014;TJL;m;JL11167;Asp_60;60;11;dead;1;658 
UM-HET3;C2014;TJL;m;JL11168;Asp_60;60;11;dead;1;874 
UM-HET3;C2014;TJL;m;JL11169;TM5441;60;11;dead;1;1009 
UM-HET3;C2014;TJL;m;JL11170;TM5441;60;11;dead;1;497 
UM-HET3;C2014;TJL;m;JL11171;TM5441;60;11;dead;1;708 
UM-HET3;C2014;TJL;m;JL11172;Gly;80.000;9;dead;1;959 
UM-HET3;C2014;TJL;m;JL11173;Gly;80.000;9;dead;1;1002 
UM-HET3;C2014;TJL;m;JL11174;Gly;80.000;9;dead;1;1029 
UM-HET3;C2014;TJL;m;JL11175;Gly;80.000;9;dead;1;1073 
UM-HET3;C2014;TJL;m;JL11176;Gly;80.000;9;dead;1;631 
UM-HET3;C2014;TJL;m;JL11177;Gly;80.000;9;dead;1;778 
UM-HET3;C2014;TJL;m;JL11178;Asp_200;200;11;dead;1;611 
UM-HET3;C2014;TJL;m;JL11179;Asp_200;200;11;dead;1;624 
UM-HET3;C2014;TJL;m;JL11180;Asp_200;200;11;dead;1;465 
UM-HET3;C2014;TJL;m;JL11184;Control;0;;dead;1;702 
UM-HET3;C2014;TJL;m;JL11185;Control;0;;dead;1;630 
UM-HET3;C2014;TJL;m;JL11186;Control;0;;dead;1;917 
UM-HET3;C2014;TJL;m;JL11187;Control;0;;removed;0;250 
UM-HET3;C2014;TJL;m;JL11188;Control;0;;removed;0;250 
UM-HET3;C2014;TJL;m;JL11189;Control;0;;removed;0;250 
UM-HET3;C2014;TJL;m;JL11190;Control;0;;dead;1;1037 
UM-HET3;C2014;TJL;m;JL11191;Control;0;;dead;1;904 
UM-HET3;C2014;TJL;m;JL11192;Control;0;;dead;1;1101 
UM-HET3;C2014;TJL;m;JL11193;Asp_200;200;11;dead;1;732 
UM-HET3;C2014;TJL;m;JL11194;Asp_200;200;11;dead;1;859 
UM-HET3;C2014;TJL;m;JL11195;Asp_200;200;11;dead;1;1013 
UM-HET3;C2014;TJL;f;JL11196;TM5441;60;11;dead;1;897 
UM-HET3;C2014;TJL;f;JL11197;TM5441;60;11;dead;1;862 
UM-HET3;C2014;TJL;f;JL11198;TM5441;60;11;dead;1;905 
UM-HET3;C2014;TJL;f;JL11199;TM5441;60;11;dead;1;666 
UM-HET3;C2014;TJL;m;JL11200;Gly;80.000;9;dead;1;387 
UM-HET3;C2014;TJL;m;JL11201;Gly;80.000;9;dead;1;470 
UM-HET3;C2014;TJL;m;JL11202;Gly;80.000;9;dead;1;960 
UM-HET3;C2014;TJL;f;JL11203;Inu;600;11;dead;1;971 
UM-HET3;C2014;TJL;f;JL11204;Inu;600;11;dead;1;1144 
UM-HET3;C2014;TJL;f;JL11205;Inu;600;11;dead;1;763 
UM-HET3;C2014;TJL;f;JL11206;Inu;600;11;dead;1;1034 
UM-HET3;C2014;TJL;m;JL11207;TM5441;60;11;dead;1;845 
UM-HET3;C2014;TJL;m;JL11208;TM5441;60;11;dead;1;1015 
UM-HET3;C2014;TJL;m;JL11209;TM5441;60;11;dead;1;699 
UM-HET3;C2014;TJL;m;JL11210;Asp_60;60;11;dead;1;1198 
UM-HET3;C2014;TJL;m;JL11211;Asp_60;60;11;dead;1;493 
UM-HET3;C2014;TJL;m;JL11212;Asp_60;60;11;dead;1;1174 
UM-HET3;C2014;TJL;f;JL11213;TM5441;60;11;dead;1;966 
UM-HET3;C2014;TJL;f;JL11214;TM5441;60;11;dead;1;590 
UM-HET3;C2014;TJL;f;JL11215;TM5441;60;11;dead;1;771 
UM-HET3;C2014;TJL;f;JL11216;TM5441;60;11;dead;1;995 
UM-HET3;C2014;TJL;m;JL11217;Inu;600;11;dead;1;660 
UM-HET3;C2014;TJL;m;JL11218;Inu;600;11;dead;1;282 
UM-HET3;C2014;TJL;m;JL11219;Inu;600;11;dead;1;723 
UM-HET3;C2014;TJL;m;JL11220;Control;0;;removed;0;387 
UM-HET3;C2014;TJL;m;JL11221;Control;0;;removed;0;784 
UM-HET3;C2014;TJL;m;JL11222;Control;0;;removed;0;387 
UM-HET3;C2014;TJL;f;JL11223;Asp_200;200;11;dead;1;1053 
UM-HET3;C2014;TJL;f;JL11224;Asp_200;200;11;dead;1;936 
UM-HET3;C2014;TJL;f;JL11225;Asp_200;200;11;dead;1;929 
UM-HET3;C2014;TJL;f;JL11226;Asp_200;200;11;dead;1;922 
UM-HET3;C2014;TJL;f;JL11227;Control;0;;dead;1;669 
UM-HET3;C2014;TJL;f;JL11228;Control;0;;dead;1;872 
UM-HET3;C2014;TJL;f;JL11229;Control;0;;dead;1;661 
UM-HET3;C2014;TJL;f;JL11230;Control;0;;dead;1;658 
UM-HET3;C2014;TJL;f;JL11231;Asp_60;60;11;dead;1;1013 
UM-HET3;C2014;TJL;f;JL11232;Asp_60;60;11;dead;1;838 
UM-HET3;C2014;TJL;f;JL11233;Asp_60;60;11;dead;1;1103 
UM-HET3;C2014;TJL;f;JL11234;Asp_60;60;11;dead;1;922 
UM-HET3;C2014;TJL;f;JL11235;Asp_60;60;11;dead;1;754 
UM-HET3;C2014;TJL;f;JL11236;Asp_60;60;11;dead;1;1095 
UM-HET3;C2014;TJL;f;JL11237;Asp_60;60;11;dead;1;963 
UM-HET3;C2014;TJL;f;JL11238;Asp_60;60;11;dead;1;656 
UM-HET3;C2014;TJL;f;JL11239;Inu;600;11;dead;1;927 
UM-HET3;C2014;TJL;f;JL11240;Inu;600;11;dead;1;759 
UM-HET3;C2014;TJL;f;JL11241;Inu;600;11;dead;1;748 
UM-HET3;C2014;TJL;f;JL11242;Inu;600;11;dead;1;759 
UM-HET3;C2014;TJL;m;JL11243;Inu;600;11;dead;1;1194 
UM-HET3;C2014;TJL;m;JL11244;Inu;600;11;dead;1;600 
UM-HET3;C2014;TJL;m;JL11245;Inu;600;11;dead;1;503 
UM-HET3;C2014;TJL;m;JL11246;Asp_200;200;11;dead;1;460 
UM-HET3;C2014;TJL;m;JL11247;Asp_200;200;11;dead;1;634 
UM-HET3;C2014;TJL;m;JL11248;Asp_200;200;11;dead;1;684 
UM-HET3;C2014;TJL;m;JL11249;Asp_60;60;11;dead;1;950 
UM-HET3;C2014;TJL;m;JL11250;Asp_60;60;11;dead;1;628 
UM-HET3;C2014;TJL;m;JL11251;Asp_60;60;11;dead;1;1049 
UM-HET3;C2014;TJL;m;JL11252;TM5441;60;11;removed;0;516 
UM-HET3;C2014;TJL;m;JL11253;TM5441;60;11;removed;0;460 
UM-HET3;C2014;TJL;m;JL11254;TM5441;60;11;removed;0;460 
UM-HET3;C2014;TJL;m;JL11255;Control;0;;dead;1;572 
UM-HET3;C2014;TJL;m;JL11256;Control;0;;dead;1;915 
UM-HET3;C2014;TJL;m;JL11257;Control;0;;dead;1;922 
UM-HET3;C2014;TJL;m;JL11258;Control;0;;dead;1;544 
UM-HET3;C2014;TJL;m;JL11259;Control;0;;dead;1;530 
UM-HET3;C2014;TJL;m;JL11260;Control;0;;dead;1;495 
UM-HET3;C2014;TJL;m;JL11261;Control;0;;dead;1;468 
UM-HET3;C2014;TJL;m;JL11262;Control;0;;dead;1;334 
UM-HET3;C2014;TJL;m;JL11263;Control;0;;dead;1;873 
UM-HET3;C2014;TJL;m;JL11264;Gly;80.000;9;dead;1;999 
UM-HET3;C2014;TJL;m;JL11265;Gly;80.000;9;dead;1;836 
UM-HET3;C2014;TJL;m;JL11266;Gly;80.000;9;dead;1;658 
UM-HET3;C2014;TJL;f;JL11267;Control;0;;dead;1;1099 
UM-HET3;C2014;TJL;f;JL11268;Control;0;;dead;1;974 
UM-HET3;C2014;TJL;f;JL11269;Control;0;;dead;1;680 
UM-HET3;C2014;TJL;f;JL11270;Control;0;;dead;1;855 
UM-HET3;C2014;TJL;f;JL11271;Gly;80.000;9;dead;1;1238 
UM-HET3;C2014;TJL;f;JL11272;Gly;80.000;9;dead;1;465 
UM-HET3;C2014;TJL;f;JL11273;Gly;80.000;9;dead;1;491 
UM-HET3;C2014;TJL;f;JL11274;Gly;80.000;9;dead;1;1127 
UM-HET3;C2014;TJL;m;JL11275;Control;0;;dead;1;911 
UM-HET3;C2014;TJL;m;JL11276;Control;0;;dead;1;589 
UM-HET3;C2014;TJL;m;JL11277;Control;0;;dead;1;1176 
UM-HET3;C2014;TJL;m;JL11278;Asp_60;60;11;dead;1;1071 
UM-HET3;C2014;TJL;m;JL11279;Asp_60;60;11;dead;1;920 
UM-HET3;C2014;TJL;m;JL11280;Asp_60;60;11;dead;1;589 
UM-HET3;C2014;TJL;m;JL11281;Asp_60;60;11;dead;1;799 
UM-HET3;C2014;TJL;m;JL11282;Asp_60;60;11;dead;1;1315 
UM-HET3;C2014;TJL;m;JL11283;Asp_60;60;11;dead;1;1016 
UM-HET3;C2014;TJL;m;JL11284;Control;0;;dead;1;443 
UM-HET3;C2014;TJL;m;JL11285;Control;0;;dead;1;946 
UM-HET3;C2014;TJL;m;JL11286;Control;0;;dead;1;520 
UM-HET3;C2014;TJL;f;JL11287;Asp_60;60;11;dead;1;949 
UM-HET3;C2014;TJL;f;JL11288;Asp_60;60;11;dead;1;943 
UM-HET3;C2014;TJL;f;JL11289;Asp_60;60;11;dead;1;894 
UM-HET3;C2014;TJL;f;JL11290;Asp_60;60;11;dead;1;978 
UM-HET3;C2014;TJL;f;JL11291;Gly;80.000;9;dead;1;632 
UM-HET3;C2014;TJL;f;JL11292;Gly;80.000;9;dead;1;1016 
UM-HET3;C2014;TJL;f;JL11293;Gly;80.000;9;dead;1;932 
UM-HET3;C2014;TJL;f;JL11294;Gly;80.000;9;dead;1;1002 
UM-HET3;C2014;TJL;f;JL11295;Control;0;;dead;1;820 
UM-HET3;C2014;TJL;f;JL11296;Control;0;;dead;1;1104 
UM-HET3;C2014;TJL;f;JL11297;Control;0;;dead;1;897 
UM-HET3;C2014;TJL;f;JL11298;Control;0;;dead;1;694 
UM-HET3;C2014;TJL;f;JL11299;Control;0;;dead;1;750 
UM-HET3;C2014;TJL;f;JL11300;Control;0;;dead;1;792 
UM-HET3;C2014;TJL;f;JL11301;Control;0;;dead;1;1078 
UM-HET3;C2014;TJL;f;JL11302;Control;0;;dead;1;834 
UM-HET3;C2014;TJL;m;JL11303;TM5441;60;11;dead;1;1139 
UM-HET3;C2014;TJL;m;JL11304;TM5441;60;11;dead;1;582 
UM-HET3;C2014;TJL;m;JL11305;TM5441;60;11;dead;1;1138 
UM-HET3;C2014;TJL;m;JL11306;Asp_200;200;11;dead;1;561 
UM-HET3;C2014;TJL;m;JL11307;Asp_200;200;11;dead;1;841 
UM-HET3;C2014;TJL;m;JL11308;Asp_200;200;11;dead;1;1281 
UM-HET3;C2014;TJL;m;JL11309;Control;0;;dead;1;738 
UM-HET3;C2014;TJL;m;JL11310;Control;0;;dead;1;813 
UM-HET3;C2014;TJL;m;JL11311;Control;0;;dead;1;1099 
UM-HET3;C2014;TJL;m;JL11312;TM5441;60;11;dead;1;862 
UM-HET3;C2014;TJL;m;JL11313;TM5441;60;11;dead;1;918 
UM-HET3;C2014;TJL;m;JL11314;TM5441;60;11;dead;1;1057 
UM-HET3;C2014;TJL;f;JL11315;Asp_200;200;11;dead;1;1195 
UM-HET3;C2014;TJL;f;JL11316;Asp_200;200;11;dead;1;447 
UM-HET3;C2014;TJL;f;JL11317;Asp_200;200;11;dead;1;1028 
UM-HET3;C2014;TJL;f;JL11318;Asp_200;200;11;dead;1;964 
UM-HET3;C2014;TJL;m;JL11319;Asp_60;60;11;dead;1;579 
UM-HET3;C2014;TJL;m;JL11320;Asp_60;60;11;dead;1;593 
UM-HET3;C2014;TJL;m;JL11321;Asp_60;60;11;dead;1;713 
UM-HET3;C2014;TJL;m;JL11322;Gly;80.000;9;dead;1;269 
UM-HET3;C2014;TJL;m;JL11323;Gly;80.000;9;dead;1;922 
UM-HET3;C2014;TJL;m;JL11324;Gly;80.000;9;dead;1;1165 
UM-HET3;C2014;TJL;f;JL11325;Asp_200;200;11;dead;1;862 
UM-HET3;C2014;TJL;f;JL11326;Asp_200;200;11;dead;1;1129 
UM-HET3;C2014;TJL;f;JL11327;Asp_200;200;11;dead;1;1094 
UM-HET3;C2014;TJL;f;JL11328;Asp_200;200;11;dead;1;1251 
UM-HET3;C2014;TJL;f;JL11329;Asp_200;200;11;dead;1;869 
UM-HET3;C2014;TJL;f;JL11330;Asp_200;200;11;dead;1;1147 
UM-HET3;C2014;TJL;f;JL11331;Asp_200;200;11;dead;1;848 
UM-HET3;C2014;TJL;f;JL11332;Asp_200;200;11;dead;1;869 
UM-HET3;C2014;TJL;f;JL11333;Control;0;;dead;1;960 
UM-HET3;C2014;TJL;f;JL11334;Control;0;;dead;1;1106 
UM-HET3;C2014;TJL;f;JL11335;Control;0;;dead;1;876 
UM-HET3;C2014;TJL;f;JL11336;Control;0;;dead;1;967 
UM-HET3;C2014;TJL;f;JL11341;Control;0;;dead;1;1085 
UM-HET3;C2014;TJL;f;JL11342;Control;0;;dead;1;813 
UM-HET3;C2014;TJL;f;JL11343;Control;0;;dead;1;1092 
UM-HET3;C2014;TJL;f;JL11344;Control;0;;dead;1;981 
UM-HET3;C2014;TJL;f;JL11345;TM5441;60;11;dead;1;1212 
UM-HET3;C2014;TJL;f;JL11346;TM5441;60;11;dead;1;862 
UM-HET3;C2014;TJL;f;JL11347;TM5441;60;11;dead;1;974 
UM-HET3;C2014;TJL;f;JL11348;TM5441;60;11;dead;1;938 
UM-HET3;C2014;TJL;m;JL11349;Asp_200;200;11;dead;1;834 
UM-HET3;C2014;TJL;m;JL11350;Asp_200;200;11;dead;1;1220 
UM-HET3;C2014;TJL;m;JL11351;Asp_200;200;11;dead;1;625 
UM-HET3;C2014;TJL;m;JL11352;Gly;80.000;9;dead;1;597 
UM-HET3;C2014;TJL;m;JL11353;Gly;80.000;9;dead;1;499 
UM-HET3;C2014;TJL;m;JL11354;Gly;80.000;9;dead;1;995 
UM-HET3;C2014;TJL;m;JL11355;Asp_60;60;11;dead;1;927 
UM-HET3;C2014;TJL;m;JL11356;Asp_60;60;11;dead;1;881 
UM-HET3;C2014;TJL;m;JL11357;Asp_60;60;11;dead;1;448 
UM-HET3;C2014;TJL;m;JL11361;Control;0;;dead;1;925 
UM-HET3;C2014;TJL;m;JL11362;Control;0;;dead;1;972 
UM-HET3;C2014;TJL;m;JL11363;Control;0;;dead;1;1043 
UM-HET3;C2014;TJL;m;JL11364;Control;0;;removed;0;756 
UM-HET3;C2014;TJL;m;JL11365;Control;0;;removed;0;756 
UM-HET3;C2014;TJL;m;JL11366;Control;0;;removed;0;436 
UM-HET3;C2014;TJL;f;JL11367;Asp_60;60;11;dead;1;960 
UM-HET3;C2014;TJL;f;JL11368;Asp_60;60;11;dead;1;924 
UM-HET3;C2014;TJL;f;JL11369;Asp_60;60;11;dead;1;951 
UM-HET3;C2014;TJL;f;JL11370;Asp_60;60;11;dead;1;862 
UM-HET3;C2014;TJL;m;JL11371;Control;0;;dead;1;1029 
UM-HET3;C2014;TJL;m;JL11372;Control;0;;dead;1;1078 
UM-HET3;C2014;TJL;m;JL11373;Control;0;;dead;1;967 
UM-HET3;C2014;TJL;f;JL11377;Control;0;;dead;1;911 
UM-HET3;C2014;TJL;f;JL11378;Control;0;;dead;1;1002 
UM-HET3;C2014;TJL;f;JL11379;Control;0;;dead;1;1011 
UM-HET3;C2014;TJL;f;JL11380;Control;0;;dead;1;673 
UM-HET3;C2014;TJL;m;JL11381;Control;0;;dead;1;1064 
UM-HET3;C2014;TJL;m;JL11382;Control;0;;dead;1;695 
UM-HET3;C2014;TJL;m;JL11383;Control;0;;dead;1;717 
UM-HET3;C2014;TJL;m;JL11384;Control;0;;dead;1;352 
