population;cohort;site;sex;id;group;Rx(ppm);age_initiation(mo);status;dead;age(days)
UM-HET3;C2012;TJL;m;JL09213;ACA;1000;16;dead;1;1050
UM-HET3;C2012;TJL;m;JL09214;ACA;1000;16;dead;1;897
UM-HET3;C2012;TJL;m;JL09215;ACA;1000;16;dead;1;597
UM-HET3;C2012;TJL;m;JL09216;ACA;1000;16;dead;1;827
UM-HET3;C2012;TJL;m;JL09244;ACA;1000;16;dead;1;708
UM-HET3;C2012;TJL;m;JL09245;ACA;1000;16;dead;1;583
UM-HET3;C2012;TJL;m;JL09246;ACA;1000;16;dead;1;1079
UM-HET3;C2012;TJL;m;JL09263;ACA;1000;16;dead;1;827
UM-HET3;C2012;TJL;m;JL09264;ACA;1000;16;dead;1;701
UM-HET3;C2012;TJL;m;JL09265;ACA;1000;16;dead;1;890
UM-HET3;C2012;TJL;m;JL09269;ACA;1000;16;dead;1;960
UM-HET3;C2012;TJL;m;JL09270;ACA;1000;16;dead;1;805
UM-HET3;C2012;TJL;m;JL09271;ACA;1000;16;dead;1;912
UM-HET3;C2012;TJL;f;JL09362;ACA;1000;16;dead;1;782
UM-HET3;C2012;TJL;f;JL09363;ACA;1000;16;dead;1;888
UM-HET3;C2012;TJL;f;JL09364;ACA;1000;16;dead;1;1075
UM-HET3;C2012;TJL;f;JL09365;ACA;1000;16;dead;1;1179
UM-HET3;C2012;UM;m;UM38794;ACA;1000;16;dead;1;977
UM-HET3;C2012;UM;m;UM38801;ACA;1000;16;dead;1;1191
UM-HET3;C2012;UM;m;UM38808;ACA;1000;16;dead;1;977
UM-HET3;C2012;UM;m;UM38836;ACA;1000;16;dead;1;1306
UM-HET3;C2012;UM;m;UM38843;ACA;1000;16;dead;1;446
UM-HET3;C2012;UM;m;UM38850;ACA;1000;16;dead;1;1183
UM-HET3;C2012;UM;f;UM38857;ACA;1000;16;dead;1;643
UM-HET3;C2012;UM;f;UM38864;ACA;1000;16;dead;1;1133
UM-HET3;C2012;UM;f;UM38871;ACA;1000;16;dead;1;957
UM-HET3;C2012;UM;f;UM38878;ACA;1000;16;dead;1;972
UM-HET3;C2012;UM;f;UM38885;ACA;1000;16;dead;1;852
UM-HET3;C2012;UM;f;UM38892;ACA;1000;16;dead;1;1162
UM-HET3;C2012;UM;f;UM38899;ACA;1000;16;dead;1;574
UM-HET3;C2012;UM;f;UM38906;ACA;1000;16;dead;1;938
UM-HET3;C2012;UM;m;UM38913;ACA;1000;16;dead;1;1017
UM-HET3;C2012;UM;m;UM38920;ACA;1000;16;dead;1;868
UM-HET3;C2012;UM;m;UM38927;ACA;1000;16;dead;1;1138
UM-HET3;C2012;UM;f;UM38955;ACA;1000;16;dead;1;623
UM-HET3;C2012;UM;f;UM38962;ACA;1000;16;dead;1;905
UM-HET3;C2012;UM;f;UM38969;ACA;1000;16;dead;1;884
UM-HET3;C2012;UM;f;UM38976;ACA;1000;16;dead;1;1129
UM-HET3;C2012;UM;f;UM39123;ACA;1000;16;dead;1;858
UM-HET3;C2012;UM;f;UM39130;ACA;1000;16;dead;1;228
UM-HET3;C2012;UM;f;UM39137;ACA;1000;16;dead;1;1195
UM-HET3;C2012;UM;f;UM39144;ACA;1000;16;dead;1;872
UM-HET3;C2012;UM;f;UM39172;ACA;1000;16;dead;1;815
UM-HET3;C2012;UM;f;UM39179;ACA;1000;16;dead;1;714
UM-HET3;C2012;UM;f;UM39186;ACA;1000;16;dead;1;671
UM-HET3;C2012;UM;f;UM39193;ACA;1000;16;dead;1;776
UM-HET3;C2012;UM;f;UM39277;ACA;1000;16;dead;1;904
UM-HET3;C2012;UM;f;UM39284;ACA;1000;16;dead;1;982
UM-HET3;C2012;UM;f;UM39291;ACA;1000;16;dead;1;928
UM-HET3;C2012;UM;f;UM39298;ACA;1000;16;dead;1;820
UM-HET3;C2012;UM;f;UM39368;ACA;1000;16;dead;1;1015
UM-HET3;C2012;UM;f;UM39375;ACA;1000;16;dead;1;1184
UM-HET3;C2012;UM;f;UM39382;ACA;1000;16;dead;1;1087
UM-HET3;C2012;UM;f;UM39389;ACA;1000;16;dead;1;952
UM-HET3;C2012;UM;f;UM39438;ACA;1000;16;dead;1;707
UM-HET3;C2012;UM;f;UM39445;ACA;1000;16;dead;1;833
UM-HET3;C2012;UM;f;UM39452;ACA;1000;16;dead;1;1046
UM-HET3;C2012;UM;f;UM39459;ACA;1000;16;dead;1;761
UM-HET3;C2012;UM;m;UM39466;ACA;1000;16;dead;1;1091
UM-HET3;C2012;UM;m;UM39473;ACA;1000;16;dead;1;885
UM-HET3;C2012;UM;m;UM39480;ACA;1000;16;dead;1;639
UM-HET3;C2012;UM;m;UM39508;ACA;1000;16;dead;1;993
UM-HET3;C2012;UM;m;UM39515;ACA;1000;16;dead;1;603
UM-HET3;C2012;UM;m;UM39522;ACA;1000;16;dead;1;827
UM-HET3;C2012;UM;f;UM39550;ACA;1000;16;dead;1;968
UM-HET3;C2012;UM;f;UM39557;ACA;1000;16;dead;1;1029
UM-HET3;C2012;UM;f;UM39564;ACA;1000;16;dead;1;664
UM-HET3;C2012;UM;f;UM39571;ACA;1000;16;dead;1;1027
UM-HET3;C2012;UM;m;UM39683;ACA;1000;16;dead;1;1071
UM-HET3;C2012;UM;m;UM39690;ACA;1000;16;dead;1;1067
UM-HET3;C2012;UM;m;UM39697;ACA;1000;16;dead;1;1059
UM-HET3;C2012;UM;m;UM39732;ACA;1000;16;dead;1;900
UM-HET3;C2012;UM;m;UM39739;ACA;1000;16;dead;1;680
UM-HET3;C2012;UM;m;UM39746;ACA;1000;16;dead;1;623
UM-HET3;C2012;UM;m;UM39753;ACA;1000;16;dead;1;937
UM-HET3;C2012;UM;m;UM39760;ACA;1000;16;removed;0;1182
UM-HET3;C2012;UM;m;UM39767;ACA;1000;16;dead;1;1242
UM-HET3;C2012;UM;m;UM39774;ACA;1000;16;removed;0;589
UM-HET3;C2012;UM;m;UM39781;ACA;1000;16;removed;0;589
UM-HET3;C2012;UM;m;UM39788;ACA;1000;16;removed;0;589
UM-HET3;C2012;UM;m;UM39837;ACA;1000;16;removed;0;459
UM-HET3;C2012;UM;m;UM39844;ACA;1000;16;removed;0;459
UM-HET3;C2012;UM;m;UM39851;ACA;1000;16;removed;0;459
UM-HET3;C2012;UM;f;UM39886;ACA;1000;16;dead;1;760
UM-HET3;C2012;UM;f;UM39893;ACA;1000;16;dead;1;888
UM-HET3;C2012;UM;f;UM39900;ACA;1000;16;dead;1;974
UM-HET3;C2012;UM;f;UM39907;ACA;1000;16;dead;1;879
UM-HET3;C2012;UM;m;UM39935;ACA;1000;16;dead;1;908
UM-HET3;C2012;UM;m;UM39942;ACA;1000;16;dead;1;690
UM-HET3;C2012;UM;m;UM39949;ACA;1000;16;dead;1;1156
UM-HET3;C2012;UM;f;UM39956;ACA;1000;16;dead;1;1098
UM-HET3;C2012;UM;f;UM39963;ACA;1000;16;dead;1;1261
UM-HET3;C2012;UM;f;UM39970;ACA;1000;16;dead;1;924
UM-HET3;C2012;UM;f;UM39977;ACA;1000;16;dead;1;712
UM-HET3;C2012;UM;m;UM40033;ACA;1000;16;dead;1;1041
UM-HET3;C2012;UM;m;UM40040;ACA;1000;16;dead;1;756
UM-HET3;C2012;UM;m;UM40047;ACA;1000;16;dead;1;1021
UM-HET3;C2012;UM;m;UM40180;ACA;1000;16;dead;1;929
UM-HET3;C2012;UM;m;UM40187;ACA;1000;16;dead;1;1168
UM-HET3;C2012;UM;m;UM40194;ACA;1000;16;dead;1;683
UM-HET3;C2012;UM;m;UM40201;ACA;1000;16;dead;1;880
UM-HET3;C2012;UM;m;UM40208;ACA;1000;16;dead;1;697
UM-HET3;C2012;UM;m;UM40215;ACA;1000;16;dead;1;1042
UM-HET3;C2012;UM;m;UM40292;ACA;1000;16;dead;1;895
UM-HET3;C2012;UM;m;UM40299;ACA;1000;16;dead;1;814
UM-HET3;C2012;UM;m;UM40306;ACA;1000;16;dead;1;1068
UM-HET3;C2012;UM;m;UM40362;ACA;1000;16;dead;1;622
UM-HET3;C2012;UM;m;UM40369;ACA;1000;16;dead;1;1035
UM-HET3;C2012;UM;m;UM40376;ACA;1000;16;dead;1;738
UM-HET3;C2012;UM;m;UM40432;ACA;1000;16;dead;1;1210
UM-HET3;C2012;UM;m;UM40439;ACA;1000;16;dead;1;1215
UM-HET3;C2012;UM;m;UM40446;ACA;1000;16;dead;1;703
UM-HET3;C2012;UT;f;UT05556;ACA;1000;16;dead;1;1018
UM-HET3;C2012;UT;f;UT05557;ACA;1000;16;dead;1;742
UM-HET3;C2012;UT;f;UT05558;ACA;1000;16;dead;1;1166
UM-HET3;C2012;UT;f;UT05559;ACA;1000;16;dead;1;846
UM-HET3;C2012;UT;f;UT05563;ACA;1000;16;dead;1;1126
UM-HET3;C2012;UT;f;UT05564;ACA;1000;16;dead;1;545
UM-HET3;C2012;UT;f;UT05565;ACA;1000;16;dead;1;940
UM-HET3;C2012;UT;f;UT05566;ACA;1000;16;dead;1;751
UM-HET3;C2012;UT;m;UT05567;ACA;1000;16;dead;1;1210
UM-HET3;C2012;UT;m;UT05568;ACA;1000;16;dead;1;983
UM-HET3;C2012;UT;m;UT05569;ACA;1000;16;dead;1;1106
UM-HET3;C2012;UT;m;UT05570;ACA;1000;16;dead;1;892
UM-HET3;C2012;UT;m;UT05571;ACA;1000;16;dead;1;548
UM-HET3;C2012;UT;m;UT05572;ACA;1000;16;dead;1;885
UM-HET3;C2012;UT;m;UT05577;ACA;1000;16;dead;1;669
UM-HET3;C2012;UT;m;UT05578;ACA;1000;16;dead;1;821
UM-HET3;C2012;UT;m;UT05579;ACA;1000;16;dead;1;817
UM-HET3;C2012;UT;m;UT05580;ACA;1000;16;dead;1;528
UM-HET3;C2012;UT;m;UT05581;ACA;1000;16;dead;1;766
UM-HET3;C2012;UT;m;UT05582;ACA;1000;16;dead;1;951
UM-HET3;C2012;UT;f;UT05583;ACA;1000;16;dead;1;922
UM-HET3;C2012;UT;f;UT05584;ACA;1000;16;dead;1;966
UM-HET3;C2012;UT;f;UT05585;ACA;1000;16;dead;1;1018
UM-HET3;C2012;UT;f;UT05586;ACA;1000;16;dead;1;1214
UM-HET3;C2012;UT;m;UT05587;ACA;1000;16;dead;1;793
UM-HET3;C2012;UT;m;UT05588;ACA;1000;16;dead;1;427
UM-HET3;C2012;UT;m;UT05589;ACA;1000;16;dead;1;586
UM-HET3;C2012;UT;m;UT05594;ACA;1000;16;dead;1;500
UM-HET3;C2012;UT;m;UT05595;ACA;1000;16;dead;1;495
UM-HET3;C2012;UT;m;UT05596;ACA;1000;16;dead;1;689
UM-HET3;C2012;UT;m;UT05604;ACA;1000;16;dead;1;676
UM-HET3;C2012;UT;m;UT05605;ACA;1000;16;dead;1;465
UM-HET3;C2012;UT;m;UT05606;ACA;1000;16;dead;1;793
UM-HET3;C2012;UT;m;UT05607;ACA;1000;16;dead;1;1272
UM-HET3;C2012;UT;m;UT05608;ACA;1000;16;dead;1;747
UM-HET3;C2012;UT;m;UT05609;ACA;1000;16;dead;1;916
UM-HET3;C2012;UT;f;UT05613;ACA;1000;16;dead;1;727
UM-HET3;C2012;UT;f;UT05614;ACA;1000;16;dead;1;872
UM-HET3;C2012;UT;f;UT05615;ACA;1000;16;dead;1;1148
UM-HET3;C2012;UT;f;UT05616;ACA;1000;16;dead;1;625
UM-HET3;C2012;UT;m;UT05621;ACA;1000;16;dead;1;418
UM-HET3;C2012;UT;m;UT05622;ACA;1000;16;dead;1;1083
UM-HET3;C2012;UT;m;UT05623;ACA;1000;16;dead;1;434
UM-HET3;C2012;UT;f;UT05624;ACA;1000;16;dead;1;837
UM-HET3;C2012;UT;f;UT05625;ACA;1000;16;dead;1;906
UM-HET3;C2012;UT;f;UT05626;ACA;1000;16;dead;1;1004
UM-HET3;C2012;UT;f;UT05627;ACA;1000;16;dead;1;886
UM-HET3;C2012;UT;f;UT05648;ACA;1000;16;dead;1;933
UM-HET3;C2012;UT;f;UT05649;ACA;1000;16;dead;1;1160
UM-HET3;C2012;UT;f;UT05650;ACA;1000;16;dead;1;841
UM-HET3;C2012;UT;f;UT05651;ACA;1000;16;dead;1;919
UM-HET3;C2012;UT;m;UT05652;ACA;1000;16;dead;1;336
UM-HET3;C2012;UT;m;UT05653;ACA;1000;16;dead;1;511
UM-HET3;C2012;UT;m;UT05654;ACA;1000;16;dead;1;641
UM-HET3;C2012;UT;m;UT05658;ACA;1000;16;dead;1;907
UM-HET3;C2012;UT;m;UT05659;ACA;1000;16;dead;1;336
UM-HET3;C2012;UT;m;UT05660;ACA;1000;16;dead;1;878
UM-HET3;C2012;UT;m;UT05665;ACA;1000;16;dead;1;859
UM-HET3;C2012;UT;m;UT05666;ACA;1000;16;dead;1;383
UM-HET3;C2012;UT;m;UT05667;ACA;1000;16;dead;1;797
UM-HET3;C2012;UT;m;UT05676;ACA;1000;16;dead;1;501
UM-HET3;C2012;UT;m;UT05677;ACA;1000;16;dead;1;563
UM-HET3;C2012;UT;m;UT05678;ACA;1000;16;dead;1;1194
UM-HET3;C2012;UT;f;UT05682;ACA;1000;16;dead;1;680
UM-HET3;C2012;UT;f;UT05683;ACA;1000;16;dead;1;895
UM-HET3;C2012;UT;f;UT05684;ACA;1000;16;dead;1;1243
UM-HET3;C2012;UT;f;UT05685;ACA;1000;16;dead;1;1007
UM-HET3;C2012;UT;f;UT05686;ACA;1000;16;dead;1;899
UM-HET3;C2012;UT;f;UT05687;ACA;1000;16;dead;1;897
UM-HET3;C2012;UT;f;UT05688;ACA;1000;16;dead;1;693
UM-HET3;C2012;UT;f;UT05689;ACA;1000;16;dead;1;980
UM-HET3;C2012;UT;m;UT05693;ACA;1000;16;dead;1;898
UM-HET3;C2012;UT;m;UT05694;ACA;1000;16;dead;1;1133
UM-HET3;C2012;UT;m;UT05695;ACA;1000;16;dead;1;996
UM-HET3;C2012;UT;m;UT05703;ACA;1000;16;dead;1;318
UM-HET3;C2012;UT;m;UT05704;ACA;1000;16;dead;1;411
UM-HET3;C2012;UT;m;UT05705;ACA;1000;16;dead;1;445
UM-HET3;C2012;UT;m;UT05706;ACA;1000;16;dead;1;385
UM-HET3;C2012;UT;m;UT05707;ACA;1000;16;dead;1;966
UM-HET3;C2012;UT;m;UT05708;ACA;1000;16;dead;1;972
UM-HET3;C2012;UT;f;UT05719;ACA;1000;16;dead;1;1014
UM-HET3;C2012;UT;f;UT05720;ACA;1000;16;dead;1;861
UM-HET3;C2012;UT;f;UT05721;ACA;1000;16;dead;1;762
UM-HET3;C2012;UT;f;UT05722;ACA;1000;16;dead;1;1220
UM-HET3;C2012;UT;m;UT05723;ACA;1000;16;dead;1;1285
UM-HET3;C2012;UT;m;UT05724;ACA;1000;16;dead;1;1281
UM-HET3;C2012;UT;m;UT05725;ACA;1000;16;dead;1;792
UM-HET3;C2012;UT;f;UT05742;ACA;1000;16;dead;1;986
UM-HET3;C2012;UT;f;UT05743;ACA;1000;16;dead;1;707
UM-HET3;C2012;UT;f;UT05744;ACA;1000;16;dead;1;1103
UM-HET3;C2012;UT;f;UT05745;ACA;1000;16;dead;1;665
UM-HET3;C2012;UT;f;UT05804;ACA;1000;16;dead;1;873
UM-HET3;C2012;UT;f;UT05805;ACA;1000;16;dead;1;1080
UM-HET3;C2012;UT;f;UT05806;ACA;1000;16;dead;1;1150
UM-HET3;C2012;UT;f;UT05807;ACA;1000;16;dead;1;546
UM-HET3;C2012;TJL;m;JL09016;Control;0;;dead;1;624
UM-HET3;C2012;TJL;m;JL09017;Control;0;;dead;1;1130
UM-HET3;C2012;TJL;m;JL09018;Control;0;;dead;1;986
UM-HET3;C2012;TJL;f;JL09038;Control;0;;dead;1;1080
UM-HET3;C2012;TJL;f;JL09039;Control;0;;dead;1;858
UM-HET3;C2012;TJL;f;JL09040;Control;0;;dead;1;830
UM-HET3;C2012;TJL;f;JL09041;Control;0;;dead;1;877
UM-HET3;C2012;TJL;m;JL09042;Control;0;;dead;1;627
UM-HET3;C2012;TJL;m;JL09043;Control;0;;dead;1;683
UM-HET3;C2012;TJL;m;JL09044;Control;0;;dead;1;1006
UM-HET3;C2012;TJL;m;JL09089;Control;0;;dead;1;897
UM-HET3;C2012;TJL;m;JL09090;Control;0;;dead;1;845
UM-HET3;C2012;TJL;m;JL09091;Control;0;;dead;1;1018
UM-HET3;C2012;TJL;m;JL09092;Control;0;;dead;1;718
UM-HET3;C2012;TJL;m;JL09093;Control;0;;dead;1;396
UM-HET3;C2012;TJL;m;JL09094;Control;0;;dead;1;361
UM-HET3;C2012;TJL;m;JL09101;Control;0;;dead;1;696
UM-HET3;C2012;TJL;m;JL09102;Control;0;;dead;1;964
UM-HET3;C2012;TJL;m;JL09103;Control;0;;dead;1;783
UM-HET3;C2012;TJL;f;JL09131;Control;0;;dead;1;826
UM-HET3;C2012;TJL;f;JL09132;Control;0;;dead;1;844
UM-HET3;C2012;TJL;f;JL09133;Control;0;;dead;1;935
UM-HET3;C2012;TJL;f;JL09134;Control;0;;dead;1;999
UM-HET3;C2012;TJL;f;JL09139;Control;0;;dead;1;914
UM-HET3;C2012;TJL;f;JL09140;Control;0;;dead;1;1046
UM-HET3;C2012;TJL;f;JL09141;Control;0;;dead;1;740
UM-HET3;C2012;TJL;f;JL09142;Control;0;;dead;1;985
UM-HET3;C2012;TJL;m;JL09159;Control;0;;dead;1;1053
UM-HET3;C2012;TJL;m;JL09160;Control;0;;dead;1;327
UM-HET3;C2012;TJL;m;JL09161;Control;0;;dead;1;200
UM-HET3;C2012;TJL;f;JL09162;Control;0;;dead;1;546
UM-HET3;C2012;TJL;f;JL09163;Control;0;;dead;1;1016
UM-HET3;C2012;TJL;f;JL09164;Control;0;;dead;1;799
UM-HET3;C2012;TJL;f;JL09165;Control;0;;dead;1;1016
UM-HET3;C2012;TJL;m;JL09208;Control;0;;dead;1;903
UM-HET3;C2012;TJL;m;JL09209;Control;0;;dead;1;924
UM-HET3;C2012;TJL;m;JL09210;Control;0;;dead;1;967
UM-HET3;C2012;TJL;m;JL09220;Control;0;;dead;1;692
UM-HET3;C2012;TJL;m;JL09221;Control;0;;dead;1;613
UM-HET3;C2012;TJL;m;JL09222;Control;0;;dead;1;426
UM-HET3;C2012;TJL;f;JL09232;Control;0;;dead;1;1100
UM-HET3;C2012;TJL;f;JL09233;Control;0;;dead;1;938
UM-HET3;C2012;TJL;f;JL09234;Control;0;;dead;1;889
UM-HET3;C2012;TJL;f;JL09235;Control;0;;dead;1;794
UM-HET3;C2012;TJL;m;JL09253;Control;0;;dead;1;413
UM-HET3;C2012;TJL;m;JL09254;Control;0;;dead;1;974
UM-HET3;C2012;TJL;m;JL09255;Control;0;;dead;1;1070
UM-HET3;C2012;TJL;f;JL09272;Control;0;;dead;1;209
UM-HET3;C2012;TJL;f;JL09273;Control;0;;dead;1;1137
UM-HET3;C2012;TJL;f;JL09274;Control;0;;dead;1;1084
UM-HET3;C2012;TJL;f;JL09275;Control;0;;dead;1;732
UM-HET3;C2012;TJL;f;JL09288;Control;0;;dead;1;1092
UM-HET3;C2012;TJL;f;JL09289;Control;0;;dead;1;737
UM-HET3;C2012;TJL;f;JL09290;Control;0;;dead;1;1301
UM-HET3;C2012;TJL;f;JL09291;Control;0;;dead;1;792
UM-HET3;C2012;TJL;f;JL09292;Control;0;;dead;1;950
UM-HET3;C2012;TJL;f;JL09293;Control;0;;dead;1;842
UM-HET3;C2012;TJL;f;JL09294;Control;0;;dead;1;1037
UM-HET3;C2012;TJL;f;JL09295;Control;0;;dead;1;835
UM-HET3;C2012;TJL;m;JL09307;Control;0;;dead;1;665
UM-HET3;C2012;TJL;m;JL09308;Control;0;;dead;1;994
UM-HET3;C2012;TJL;m;JL09309;Control;0;;dead;1;994
UM-HET3;C2012;TJL;m;JL09310;Control;0;;dead;1;1163
UM-HET3;C2012;TJL;m;JL09311;Control;0;;dead;1;994
UM-HET3;C2012;TJL;m;JL09312;Control;0;;dead;1;835
UM-HET3;C2012;TJL;m;JL09319;Control;0;;dead;1;744
UM-HET3;C2012;TJL;m;JL09320;Control;0;;dead;1;636
UM-HET3;C2012;TJL;m;JL09321;Control;0;;dead;1;371
UM-HET3;C2012;TJL;f;JL09322;Control;0;;dead;1;940
UM-HET3;C2012;TJL;f;JL09323;Control;0;;dead;1;826
UM-HET3;C2012;TJL;f;JL09324;Control;0;;dead;1;1090
UM-HET3;C2012;TJL;f;JL09325;Control;0;;dead;1;872
UM-HET3;C2012;TJL;m;JL09329;Control;0;;dead;1;832
UM-HET3;C2012;TJL;m;JL09330;Control;0;;dead;1;390
UM-HET3;C2012;TJL;m;JL09331;Control;0;;dead;1;901
UM-HET3;C2012;TJL;m;JL09339;Control;0;;dead;1;274
UM-HET3;C2012;TJL;m;JL09340;Control;0;;dead;1;1128
UM-HET3;C2012;TJL;m;JL09341;Control;0;;dead;1;899
UM-HET3;C2012;TJL;f;JL09373;Control;0;;dead;1;1128
UM-HET3;C2012;TJL;f;JL09374;Control;0;;dead;1;644
UM-HET3;C2012;TJL;f;JL09375;Control;0;;dead;1;932
UM-HET3;C2012;TJL;f;JL09376;Control;0;;dead;1;1071
